"iWine","Barcode","Location","Bin","Size","Valuation","Price","StoreName","PurchaseDate","BottleNote","Vintage","Wine","Locale","Country","Region","SubRegion","Appellation","Producer","SortProducer","Type","Color","Category","Varietal","MasterVarietal","Designation","Vineyard","WA","WS","IWC","BH","AG","WE","JR","RH","JG","GV","JK","LD","CW","WFW","PR","SJ","WD","RR","JH","MFW","WWR","IWR","CHG","TT","CT","MY","BeginConsume","EndConsume"
"1647186","51387520","Cellar","J02","750ml","60.1285","65","Winery","12/8/2013","","2010","Pepper Bridge Trine","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Pepper Bridge","Pepper Bridge","Red","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Trine","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","90","","2014","2021"
"145728","52729470","Cellar","J04","750ml","20.9936","12","Urban Wine Works","1/23/2014","","1001","Shingleback Shiraz Black Bubbles","Australia, South Australia, Fleurieu, McLaren Vale","Australia","South Australia","Fleurieu","McLaren Vale","Shingleback","Shingleback","Red - Sparkling","Red","Sparkling","Shiraz","Syrah","Black Bubbles","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","84","","2009","2011"
"1059393","61511333","Cellar","J05-06","750ml","32.9076","36","Winery","12/29/2014","","1001","Amista Vineyards Syrah Sparkling Morningsong Vineyards","USA, California, Sonoma County, Dry Creek Valley","USA","California","Sonoma County","Dry Creek Valley","Amista Vineyards","Amista Vineyards","Rosé - Sparkling","Rosé","Sparkling","Syrah","Syrah","Sparkling","Morningsong Vineyards","","","","","","","","","","","","","","","","","","","","","","","","","85","","2016","2017"
"1682979","51162653","Cellar","J08","750ml","23.65","22.1","Winery","11/30/2013","","2011","Kramer Vineyards Brut","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Kramer Vineyards","Kramer Vineyards","White - Sparkling","White","Sparkling","Champagne Blend","Champagne Blend","Brut","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","88","","","2015"
"1854198","55795507","Cellar","J09","750ml","21.6","20.4","Winery","5/31/2014","","2013","Kramer Vineyards Pinot Noir","USA, Oregon, Willamette Valley, Yamhill-Carlton","USA","Oregon","Willamette Valley","Yamhill-Carlton","Kramer Vineyards","Kramer Vineyards","Rosé - Sparkling","Rosé","Sparkling","Pinot Noir","Pinot Noir","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2242439","73026850","Cellar","J11-13","750ml","30.1666","25.5","Winery","2/6/2016","","2013","Kramer Vineyards Zero Dosage","USA, Oregon, Willamette Valley, Yamhill-Carlton","USA","Oregon","Willamette Valley","Yamhill-Carlton","Kramer Vineyards","Kramer Vineyards","White - Sparkling","White","Sparkling","Champagne Blend","Champagne Blend","Zero Dosage","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","2015","2017"
"2242439","73026851","Cellar","J11-13","750ml","30.1666","25.5","Winery","2/6/2016","","2013","Kramer Vineyards Zero Dosage","USA, Oregon, Willamette Valley, Yamhill-Carlton","USA","Oregon","Willamette Valley","Yamhill-Carlton","Kramer Vineyards","Kramer Vineyards","White - Sparkling","White","Sparkling","Champagne Blend","Champagne Blend","Zero Dosage","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","2015","2017"
"2242439","73026852","Cellar","J11-13","750ml","30.1666","25.5","Winery","2/6/2016","","2013","Kramer Vineyards Zero Dosage","USA, Oregon, Willamette Valley, Yamhill-Carlton","USA","Oregon","Willamette Valley","Yamhill-Carlton","Kramer Vineyards","Kramer Vineyards","White - Sparkling","White","Sparkling","Champagne Blend","Champagne Blend","Zero Dosage","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","2015","2017"
"2034418","67417660","Cellar","J14","750ml","0","0","Winery","8/16/2015","","2014","Kramer Vineyards Grüner Veltliner","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Kramer Vineyards","Kramer Vineyards","White - Sparkling","White","Sparkling","Grüner Veltliner","Grüner Veltliner","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","91","","",""
"1854156","55795375","Cellar","J15","750ml","18.975","18.7","Winery","5/31/2014","","2013","Kramer Vineyards Pinot Gris Celebrate","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Kramer Vineyards","Kramer Vineyards","White - Sparkling","White","Sparkling","Pinot Gris","Pinot Gris","Celebrate","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2099248","66295820","Cellar","J16-17","750ml","19.7083","18.7","Winery","6/28/2015","","2014","Kramer Vineyards Pinot Gris Celebrate","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Kramer Vineyards","Kramer Vineyards","White - Sparkling","White","Sparkling","Pinot Gris","Pinot Gris","Celebrate","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","2015","2017"
"2099248","66295821","Cellar","J16-17","750ml","19.7083","18.7","Winery","6/28/2015","","2014","Kramer Vineyards Pinot Gris Celebrate","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Kramer Vineyards","Kramer Vineyards","White - Sparkling","White","Sparkling","Pinot Gris","Pinot Gris","Celebrate","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","2015","2017"
"1900511","57645828","Cellar","K01-02","750ml","40.8806","36","Winery","8/26/2014","","2011","Fidelitas Boushey Vineyard","USA, Washington, Columbia Valley, Yakima Valley","USA","Washington","Columbia Valley","Yakima Valley","Fidelitas","Fidelitas","Red","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Boushey Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","90.25","","2014","2021"
"1900511","60215292","Cellar","K01-02","750ml","40.8806","36","Winery","11/22/2014","","2011","Fidelitas Boushey Vineyard","USA, Washington, Columbia Valley, Yakima Valley","USA","Washington","Columbia Valley","Yakima Valley","Fidelitas","Fidelitas","Red","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Boushey Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","90.25","","2014","2021"
"2035167","62946737","Cellar","K03-04","750ml","39.0959","36","Winery","2/22/2015","","2012","Fidelitas Merlot Red Mountain","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Merlot","Merlot","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","90.1818181818182","","2015","2018"
"2035167","62946738","Cellar","K03-04","750ml","39.0959","36","Winery","2/22/2015","","2012","Fidelitas Merlot Red Mountain","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Merlot","Merlot","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","90.1818181818182","","2015","2018"
"2035162","67077614","Cellar","K05-06","750ml","42.8387","40","Winery","8/1/2015","","2012","Fidelitas Merlot Champoux Vineyard","USA, Washington, Columbia Valley, Horse Heaven Hills","USA","Washington","Columbia Valley","Horse Heaven Hills","Fidelitas","Fidelitas","Red","Red","Dry","Merlot","Merlot","Unknown","Champoux Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","90","","2016","2023"
"2035162","67077615","Cellar","K05-06","750ml","42.8387","40","Winery","8/1/2015","","2012","Fidelitas Merlot Champoux Vineyard","USA, Washington, Columbia Valley, Horse Heaven Hills","USA","Washington","Columbia Valley","Horse Heaven Hills","Fidelitas","Fidelitas","Red","Red","Dry","Merlot","Merlot","Unknown","Champoux Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","90","","2016","2023"
"2035166","62946735","Cellar","K07-08","750ml","43.4123","40","Winery","2/22/2015","","2012","Fidelitas Optu Red Mountain","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Optu","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","90","","2015","2018"
"2035166","62946736","Cellar","K07-08","750ml","43.4123","40","Winery","2/22/2015","","2012","Fidelitas Optu Red Mountain","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Optu","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","90","","2015","2018"
"1807778","56389440","Cellar","K09-10","750ml","44.4425","40","Winery","6/28/2014","","2011","Fidelitas Optu Red Mountain","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Optu","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89.25","","2014","2022"
"1807778","56389441","Cellar","K09-10","750ml","44.4425","40","Winery","6/28/2014","","2011","Fidelitas Optu Red Mountain","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Optu","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89.25","","2014","2022"
"1127685","26810861","Cellar","K12-13","750ml","31.1","25","Winery","4/17/2011","","2008","Thistle Wines Pinot Noir Dundee Hills","USA, Oregon, Willamette Valley, Dundee Hills","USA","Oregon","Willamette Valley","Dundee Hills","Thistle Wines","Thistle Wines","Red","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","90","","2012","2018"
"1127685","26810862","Cellar","K12-13","750ml","31.1","25","Winery","4/17/2011","","2008","Thistle Wines Pinot Noir Dundee Hills","USA, Oregon, Willamette Valley, Dundee Hills","USA","Oregon","Willamette Valley","Dundee Hills","Thistle Wines","Thistle Wines","Red","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","90","","2012","2018"
"1127685","26810863","Cellar","K12-13","750ml","31.1","25","Winery","4/17/2011","","2008","Thistle Wines Pinot Noir Dundee Hills","USA, Oregon, Willamette Valley, Dundee Hills","USA","Oregon","Willamette Valley","Dundee Hills","Thistle Wines","Thistle Wines","Red","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","90","","2012","2018"
"815376","26810772","Cellar","K14","750ml","34.6653","31.66","Winery","4/17/2011","","2003","Thistle Wines Pinot Noir Dundee Hills","USA, Oregon, Willamette Valley, Dundee Hills","USA","Oregon","Willamette Valley","Dundee Hills","Thistle Wines","Thistle Wines","Red","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89","90","2005","2011"
"224775","26810797","Cellar","K15","750ml","29.0133","31.66","Winery","4/17/2011","","2004","Thistle Wines Pinot Noir Dundee Hills","USA, Oregon, Willamette Valley, Dundee Hills","USA","Oregon","Willamette Valley","Dundee Hills","Thistle Wines","Thistle Wines","Red","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","87.2","","2007","2011"
"531240","26810817","Cellar","K16","750ml","31.666","31.66","Winery","4/17/2011","","2005","Thistle Wines Pinot Noir Dundee Hills","USA, Oregon, Willamette Valley, Dundee Hills","USA","Oregon","Willamette Valley","Dundee Hills","Thistle Wines","Thistle Wines","Red","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","2008","2012"
"2173311","67876623","Cellar","K17-L17","750ml","51.1612","48","Winery","9/5/2015","","2012","Fidelitas Cabernet Sauvignon Quintessence","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Quintessence","","","","","","","","","","","","","","","","","","","","","","","","","92.5","","2016","2025"
"2173311","67876624","Cellar","K17-L17","750ml","51.1612","48","Winery","9/5/2015","","2012","Fidelitas Cabernet Sauvignon Quintessence","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Quintessence","","","","","","","","","","","","","","","","","","","","","","","","","92.5","","2016","2025"
"2181500","67945006","Cellar","L01","750ml","38.25","38.25","Winery","9/7/2015","","2013","Kramer Vineyards Pinot Noir Heritage Estate","USA, Oregon, Willamette Valley, Yamhill-Carlton","USA","Oregon","Willamette Valley","Yamhill-Carlton","Kramer Vineyards","Kramer Vineyards","Red","Red","Dry","Pinot Noir","Pinot Noir","Heritage","Estate","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2181500","67945007","Cellar","L01","750ml","38.25","38.25","Winery","9/7/2015","","2013","Kramer Vineyards Pinot Noir Heritage Estate","USA, Oregon, Willamette Valley, Yamhill-Carlton","USA","Oregon","Willamette Valley","Yamhill-Carlton","Kramer Vineyards","Kramer Vineyards","Red","Red","Dry","Pinot Noir","Pinot Noir","Heritage","Estate","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727201","58507239","Cellar","L02-03","750ml","9.7317","10.5","Every Day Wine","10/1/2014","","2013","Nobilo Sauvignon Blanc Regional Collection Marlborough","New Zealand, South Island, Marlborough","New Zealand","South Island","Marlborough","Marlborough","Nobilo","Nobilo","White","White","Dry","Sauvignon Blanc","Sauvignon Blanc","Regional Collection","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","87.3035714285714","","2014","2015"
"1727201","58507240","Cellar","L02-03","750ml","9.7317","10.5","Every Day Wine","10/1/2014","","2013","Nobilo Sauvignon Blanc Regional Collection Marlborough","New Zealand, South Island, Marlborough","New Zealand","South Island","Marlborough","Marlborough","Nobilo","Nobilo","White","White","Dry","Sauvignon Blanc","Sauvignon Blanc","Regional Collection","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","87.3035714285714","","2014","2015"
"1727201","58507241","Cellar","L02-03","750ml","9.7317","10.5","Every Day Wine","10/1/2014","","2013","Nobilo Sauvignon Blanc Regional Collection Marlborough","New Zealand, South Island, Marlborough","New Zealand","South Island","Marlborough","Marlborough","Nobilo","Nobilo","White","White","Dry","Sauvignon Blanc","Sauvignon Blanc","Regional Collection","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","87.3035714285714","","2014","2015"
"1818340","60652850","Cellar","L04","750ml","18.9895","20","Winery","12/7/2014","","2013","Long Shadows Wineries Riesling Poet's Leap","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Long Shadows Wineries","Long Shadows Wineries","White","White","Dry","Riesling","Riesling","Poet's Leap","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89.75","","2014","2017"
"1764019","57645803","Cellar","L06","750ml","43.695","40","Winery","8/26/2014","","2011","Fidelitas Cabernet Sauvignon Red Mountain","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89.8","","2015","2020"
"1931740","60215049","Cellar","L07-10","750ml","52.2622","48","Winery","11/22/2014","","2011","Fidelitas Cabernet Sauvignon Ciel du Cheval Vineyard","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Ciel du Cheval Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","89.6666666666667","","2015","2019"
"1931740","60215050","Cellar","L07-10","750ml","52.2622","48","Winery","11/22/2014","","2011","Fidelitas Cabernet Sauvignon Ciel du Cheval Vineyard","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Ciel du Cheval Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","89.6666666666667","","2015","2019"
"1931740","60215051","Cellar","L07-10","750ml","52.2622","48","Winery","11/22/2014","","2011","Fidelitas Cabernet Sauvignon Ciel du Cheval Vineyard","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Ciel du Cheval Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","89.6666666666667","","2015","2019"
"1931740","60215052","Cellar","L07-10","750ml","52.2622","48","Winery","11/22/2014","","2011","Fidelitas Cabernet Sauvignon Ciel du Cheval Vineyard","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Ciel du Cheval Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","89.6666666666667","","2015","2019"
"2035168","67077537","Cellar","L11-12","750ml","54.8106","52","Winery","8/1/2015","","2012","Fidelitas Cabernet Sauvignon Champoux Vineyard","USA, Washington, Columbia Valley, Horse Heaven Hills","USA","Washington","Columbia Valley","Horse Heaven Hills","Fidelitas","Fidelitas","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Champoux Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","92.3333333333333","","2016","2026"
"2035168","67077538","Cellar","L11-12","750ml","54.8106","52","Winery","8/1/2015","","2012","Fidelitas Cabernet Sauvignon Champoux Vineyard","USA, Washington, Columbia Valley, Horse Heaven Hills","USA","Washington","Columbia Valley","Horse Heaven Hills","Fidelitas","Fidelitas","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Champoux Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","92.3333333333333","","2016","2026"
"1794564","54318850","Cellar","L13-14","750ml","33.5009","28","Winery","3/29/2014","","2011","Fidelitas Malbec Columbia Valley","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Fidelitas","Fidelitas","Red","Red","Dry","Malbec","Malbec","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","88.2222222222222","","2014","2017"
"1794564","54318851","Cellar","L13-14","750ml","33.5009","28","Winery","3/29/2014","","2011","Fidelitas Malbec Columbia Valley","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Fidelitas","Fidelitas","Red","Red","Dry","Malbec","Malbec","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","88.2222222222222","","2014","2017"
"1563900","56389395","Cellar","L15-16","750ml","42.7235","47.6","Winery","6/28/2014","","2011","Fidelitas Cabernet Franc Ciel du Cheval","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Cabernet Franc","Cabernet Franc","Unknown","Ciel du Cheval","","","","","","","","","","","","","","","","","","","","","","","","","90.5","","2014","2020"
"1563900","56389424","Cellar","L15-16","750ml","42.7235","47.6","Winery","6/28/2014","","2011","Fidelitas Cabernet Franc Ciel du Cheval","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Cabernet Franc","Cabernet Franc","Unknown","Ciel du Cheval","","","","","","","","","","","","","","","","","","","","","","","","","90.5","","2014","2020"
"715369","24657682","Cellar","TOP","750ml","73.27","36","Wine Library","1/10/2011","","2005","Château de Pommard Pommard Famille Giraud Grand Vin","France, Burgundy, Côte de Beaune, Pommard","France","Burgundy","Côte de Beaune","Pommard","Château de Pommard","Pommard, Château de ","Red","Red","Dry","Pinot Noir","Pinot Noir","Famille Giraud Grand Vin","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","91.5","","2012","2015"
"2243185","70364438","wine rack","","750ml","19.3333","18","Winery","11/22/2015","","2014","Thistle Wines Chardonnay","USA, Oregon, Willamette Valley, Dundee Hills","USA","Oregon","Willamette Valley","Dundee Hills","Thistle Wines","Thistle Wines","White","White","Dry","Chardonnay","Chardonnay","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2047068","70363901","wine rack","","750ml","19.0074","16.5","Winery","11/22/2015","","2014","Willamette Valley Vineyards Pinot Noir Whole Cluster Willamette Valley","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Willamette Valley Vineyards","Willamette Valley Vineyards","Red","Red","Dry","Pinot Noir","Pinot Noir","Whole Cluster","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","87.9285714285714","","2015","2019"
"2047432","67213236","wine rack","rack","750ml","13.6463","14","Every Day Wine","8/7/2015","","2014","Avinyó Penedès Petillant vi d'agulla","Spain, Catalunya, Penedès","Spain","Catalunya","Unknown","Penedès","Avinyó","Avinyó","White","White","Dry","Muscat Blend","Muscat","Petillant vi d'agulla","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","87.5","","2015","2016"
"1251589","48303432","wine rack","rack","750ml","0","0","Winery","8/3/2013","","2007","Bitner Vineyards Desert Wine","USA, Idaho, Snake River Valley","USA","Idaho","Unknown","Snake River Valley","Bitner Vineyards","Bitner Vineyards","Red - Fortified","Red","Fortified","Red Blend","Red Blend","Desert Wine","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2053642","71768955","wine rack","rack","750ml","14.8758","0","Gift","12/30/2015","","2014","Cameron Pinot Bianco Giovanni","USA, Oregon, Willamette Valley, Dundee Hills","USA","Oregon","Willamette Valley","Dundee Hills","Cameron","Cameron","White","White","Dry","Pinot Bianco","Pinot Blanc","Giovanni","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","90.1428571428571","","2015","2017"
"1753864","61795979","wine rack","rack","750ml","18.6925","16","Every Day Wine","1/14/2015","","2011","Domaine de Fourn Blanquette de Limoux","France, Languedoc Roussillon, Languedoc, Blanquette de Limoux","France","Languedoc Roussillon","Languedoc","Blanquette de Limoux","Domaine de Fourn","Fourn, Domaine de ","White - Sparkling","White","Sparkling","Mauzac Blend","Mauzac","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","2014","2017"
"2077556","64319177","wine rack","rack","750ml","15","16","Every Day Wine","4/18/2015","","2013","Gregory Perez Bierzo Brezo","Spain, Castilla y León, Bierzo","Spain","Castilla y León","Unknown","Bierzo","Gregory Perez","Gregory Perez","Red","Red","Dry","Mencía","Mencía","Brezo","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2077553","64318916","wine rack","rack","750ml","18","18","Every Day Wine","4/18/2015","","2013","Gregory Perez Bierzo Brezo Dona Blanca Mengoba","Spain, Castilla y León, Bierzo","Spain","Castilla y León","Unknown","Bierzo","Gregory Perez","Gregory Perez","White","White","Dry","Godello","Godello","Brezo Dona Blanca","Mengoba","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2263627","71769284","wine rack","rack","750ml","16.5","17","Every Day Wine","12/30/2015","","1001","Domaine Le Capitaine Méthode Traditionnelle","France, Loire Valley","France","Loire Valley","Unknown","Unknown","Domaine Le Capitaine","Le Capitaine, Domaine ","White - Sparkling","White","Sparkling","Chenin Blanc","Chenin Blanc","Méthode Traditionnelle","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1497964","71768854","wine rack","rack","750ml","40.4134","0","Gift","12/30/2015","","2011","Penner-Ash Pinot Noir","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Penner-Ash","Penner-Ash","Red","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","88.6923076923077","","2015","2017"
"2122654","67558793","wine rack","rack","750ml","14.5","15","Every Day Wine","8/22/2015","","2014","Petroni Rosé","France, Corsica","France","Corsica","Unknown","Unknown","Petroni","Petroni","Rosé","Rosé","Dry","Rosé Blend","Rosé Blend","Rosé","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015"
"1915374","67213133","wine rack","rack","750ml","24.75","20","Every Day Wine","8/7/2015","","2012","Seufert Winery Gamay Noir Horseleap Vineyard","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Seufert Winery","Seufert Winery","Red","Red","Dry","Gamay Noir","Gamay","Unknown","Horseleap Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","88","88","",""
"2100650","71769135","wine rack","rack","750ml","28","21","Every Day Wine","12/30/2015","","2011","Seufert Winery Pinot Noir Zenith Vineyard","USA, Oregon, Willamette Valley, Eola - Amity Hills","USA","Oregon","Willamette Valley","Eola - Amity Hills","Seufert Winery","Seufert Winery","Red","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Zenith Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","2013","2021"
"1989225","71769187","wine rack","rack","750ml","18.4772","18","Every Day Wine","12/30/2015","","2012","Tasca D'Almerita Nero d'Avola Sicilia Lamùri","Italy, Sicily, Sicilia","Italy","Sicily","Unknown","Sicilia","Tasca D'Almerita","Tasca D'Almerita","Red","Red","Dry","Nero d'Avola","Nero d'Avola","Lamùri","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","87.5","","","2018"
